_group,_leagueName,球队ID,球队名称,有效命中率,篮下比重,篮下命中率,中距离比重,中距离命中率,三分比重,三分命中率,对手有效命中率,对手篮下比重,对手篮下命中率,对手中距离比重,对手中距离命中率,对手三分比重,对手三分命中率,篮下近距离比重,短中距离命中率,远中距离比重,长中距离命中率,底角三分比重,底角三分命中率,侧翼三分比重,非底角三分命中率,对手近距离比重,对手近距离命中率,对手远中距离比重,对手远中距离命中率,对手底角三分比重,对手底角三分命中率,对手侧翼三分比重,对手侧翼三分命中率,赛事ID,赛事名称,赛季ID,赛季,年份,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,位置,身高,体重,位置(中文),上场时间(分钟),上场时间(秒),在场/不在场,球队比赛场次,球队有效命中率百分位,球队篮下出手占比百分位排名,球队篮下命中率百分位排名,球队中距离出手占比百分位排名,球队中距离命中率百分位排名,球队三分出手占比百分位排名,球队三分命中率百分位排名,对手有效命中率百分位,对手篮下出手占比百分位排名,对手篮下命中率百分位排名,对手中距离出手占比百分位排名,对手中距离命中率百分位排名,对手三分出手占比百分位排名,对手三分命中率百分位排名
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.494088,0.408784,0.628099,0.278716,0.387879,0.3125,0.275676,0.385772,0.258517,0.542636,0.356713,0.292135,0.38477,0.244792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80550,伍湘琳,,,22,,,,,,332.4,19941,不在场,,76.82,55.96,73.18,55.3,74.5,38.58,59.11,61.75,81.62,48.01,22.68,51.32,33.44,53.81
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.064644,-0.082308,-0.060326,0.001913,0.014079,0.080394,-0.06479,-0.028971,-0.020356,-0.050126,0.02305,-0.066854,-0.002694,0.023504,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80550,伍湘琳,,,21,,,,,,1440,,差值,,12.93,11.13,26.39,51.17,55.66,88.87,16.88,67.5,63.73,68.76,37.7,78.82,49.37,38.6
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.527644,0.442308,0.660326,0.304087,0.371542,0.253606,0.322275,0.378837,0.245557,0.526316,0.376414,0.321888,0.378029,0.226496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80550,伍湘琳,,,21,,,,,,893.9,53634,在场,,86.7,84.64,72.66,39.89,73.03,20.04,78.84,60.49,70.79,61.99,36.52,42.7,33.52,57.68
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.463,0.36,0.6,0.306,0.385621,0.334,0.257485,0.349866,0.225201,0.47619,0.399464,0.255034,0.375335,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80550,伍湘琳,,,21,,,,,,546.1,32766,不在场,,70.22,64.23,59.18,40.64,78.46,47.57,55.43,71.72,77.72,73.03,28.46,64.79,34.46,50.19
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.020576,0.015339,0.027864,0.049509,-0.028084,-0.064847,-0.053097,0.051116,-0.005399,0.164887,0.025745,0.06741,-0.020346,-0.012151,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,,,,,725,,差值,,36.25,56.59,60.89,78.51,38.25,20.06,23.35,17.48,53.3,4.73,33.09,23.93,67.77,57.59
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.526525,0.428382,0.659443,0.290451,0.415525,0.281167,0.292453,0.400152,0.240854,0.582278,0.349085,0.292576,0.410061,0.256506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,,,,,429.8,25786,不在场,,83.28,61.75,79.47,58.94,80.96,29.14,65.73,55.3,84.6,37.75,23.84,51.32,23.34,49.17
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.547101,0.413043,0.631579,0.240942,0.443609,0.346014,0.34555,0.349036,0.246253,0.417391,0.32334,0.225166,0.430407,0.268657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,,,,,295.2,17714,在场,,87.58,57.95,74.01,41.72,85.76,50.33,78.64,75.99,83.77,79.8,31.13,73.84,16.89,43.71
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.043865,-0.020297,-0.070275,0.068309,0.039081,-0.048013,-0.040427,0.023297,-0.015361,-0.02724,-0.011777,0.003052,0.027138,0.054243,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32005,王家绘,,,21,,,,,,1440,,差值,,22.44,37.88,23.16,86.36,68.58,25.49,25.13,33.21,61.22,57.99,62.3,47.04,29.44,21.54
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.485332,0.403061,0.610759,0.332908,0.390805,0.264031,0.275362,0.378136,0.231183,0.496124,0.379928,0.29717,0.388889,0.258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32005,王家绘,,,21,,,,,,829.9,49794,不在场,,75.66,75.66,59.93,50.75,79.4,23.78,62.55,61.05,75.09,71.35,34.83,51.87,30.34,44.57
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.529197,0.423358,0.681034,0.264599,0.351724,0.312044,0.315789,0.354839,0.246544,0.523364,0.391705,0.294118,0.361751,0.203822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32005,王家绘,,,21,,,,,,610.1,36606,在场,,87.27,80.52,78.09,27.9,67.04,39.33,75.66,69.48,70.04,63.3,30.71,53.37,41.39,64.42
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.04144,-0.001905,0.099674,-0.057023,-0.130482,0.058928,-0.128788,-0.033588,0.039116,0,0.047619,0.001786,-0.086734,-0.059259,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32005,王家绘,,,20,,,,,,125,,差值,,28.89,48.89,71.11,23.33,17.78,70,20,66.67,32.22,57.78,32.22,54.44,84.44,70
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.356287,0.407186,0.544118,0.329341,0.163636,0.263473,0.204545,0.354167,0.202381,0.5,0.47619,0.2875,0.321429,0.240741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32005,王家绘,,,20,,,,,,96.1,5764,不在场,,25.89,93.75,83.04,84.82,70.54,22.32,33.93,76.79,27.68,23.21,3.57,15.18,59.82,51.79
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.397727,0.409091,0.444444,0.386364,0.294118,0.204545,0.333333,0.387755,0.163265,0.5,0.428571,0.285714,0.408163,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32005,王家绘,,,20,,,,,,28.9,1736,在场,,41.96,93.75,73.21,90.18,84.82,10.71,80.36,60.71,31.25,23.21,6.25,16.07,31.25,29.46
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.018879,0.016455,-0.042741,-0.063643,0.164977,0.047188,-0.010579,-0.046848,-0.003931,-0.259041,-0.074936,0.012332,0.078867,0.004078,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,92136,冯蔡依曼,,,19,,,,,,725.1,,差值,,60.89,57.59,30.8,16.19,95.99,72.92,43.41,75.79,51.86,99.43,90.97,41.83,9.31,49.14
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.532403,0.419442,0.654506,0.279028,0.406452,0.30153,0.319403,0.386029,0.243697,0.551724,0.34979,0.264264,0.406513,0.260982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92136,冯蔡依曼,,,19,,,,,,612.2,36729,在场,,84.6,59.6,79.3,55.3,79.64,34.44,73.34,61.75,84.11,45.7,23.68,62.42,24.34,47.02
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.551282,0.435897,0.611765,0.215385,0.571429,0.348718,0.308824,0.339181,0.239766,0.292683,0.274854,0.276596,0.48538,0.26506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92136,冯蔡依曼,,,19,,,,,,112.9,6771,不在场,,88.91,63.25,69.37,32.45,97.52,51.99,71.19,78.81,84.77,95.7,47.35,58.77,8.61,45.7
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.012548,-0.037308,-0.143657,0.135962,0.053571,-0.098654,0.209677,-0.163568,-0.030303,-0.110823,-0.18113,0.308223,0.211432,-0.244444,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,92136,冯蔡依曼,,,18,,,,,,1440,,差值,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.503077,0.412308,0.643657,0.301538,0.375,0.286154,0.290323,0.371901,0.238636,0.510823,0.389463,0.291777,0.371901,0.244444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,92136,冯蔡依曼,,,18,,,,,,1399,83938,在场,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.515625,0.375,0.5,0.4375,0.428571,0.1875,0.5,0.208333,0.208333,0.4,0.208333,0.6,0.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,92136,冯蔡依曼,,,18,,,,,,41,2462,不在场,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.031984,-0.027079,-0.060086,0.016811,-0.003565,0.010267,-0.000768,0.074291,0.003852,0.130622,0.013329,0.057283,-0.01718,0.038833,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,,,,,725.1,,差值,,27.94,34.24,25.5,59.46,47.99,56.88,48.28,10.89,46.85,9.03,41.83,26.22,65.04,32.52
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.54972,0.434174,0.674194,0.261905,0.427807,0.303922,0.317972,0.344628,0.241322,0.452055,0.332231,0.238806,0.426446,0.244186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,,,,,397,23817,在场,,88.74,63.08,82.45,47.68,82.78,35.43,73.18,77.48,84.6,71.85,28.81,69.37,17.88,53.81
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.517736,0.407095,0.614108,0.278716,0.424242,0.314189,0.317204,0.418919,0.245174,0.582677,0.34556,0.296089,0.409266,0.283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,,,,,328.1,19683,不在场,,80.96,55.96,69.87,55.3,82.78,38.74,73.18,47.35,84.11,37.75,25,50,23.51,38.25
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.021284,0.032095,-0.013148,-0.013851,0.046839,-0.018243,0.011664,0.035439,0.004056,-0.034851,0.036005,0.078857,-0.040061,0.026427,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,,,,,1440,,差值,,60.86,66.43,43.27,40.57,71.81,40.75,55.12,25.31,46.14,60.5,31.24,18.49,75.22,36.8
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.512838,0.425676,0.634921,0.298649,0.39819,0.275676,0.29902,0.384913,0.239845,0.491935,0.402321,0.331731,0.357834,0.248649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,,,,,797,47822,不在场,,82.77,81.09,66.1,38.01,81.09,27.15,70.6,57.87,72.1,71.35,27.72,41.01,42.51,50.37
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.491554,0.393581,0.648069,0.3125,0.351351,0.293919,0.287356,0.349474,0.235789,0.526786,0.366316,0.252874,0.397895,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,,,,,643,38578,在场,,76.4,73.22,69.48,43.45,67.04,33.9,67.98,71.72,73.78,61.61,38.76,64.79,27.15,59.74
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.018414,0.007851,0.011144,-0.035278,0.084416,0.027428,-0.161904,-0.029872,0.097222,0,-0.04902,-0.037138,-0.048203,-0.051667,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32006,李美潼,,,20,,,,,,125,,差值,,41.11,55.56,48.89,33.33,75.56,58.89,15.56,65.56,18.89,57.78,73.33,62.22,73.33,67.78
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.358209,0.410448,0.527273,0.328358,0.227273,0.261194,0.171429,0.352941,0.222222,0.5,0.45098,0.275362,0.326797,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32006,李美潼,,,20,,,,,,81.9,4914,不在场,,25.89,93.75,80.36,83.93,75.89,22.32,24.11,76.79,25.89,23.21,4.46,17.86,58.93,52.68
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.376623,0.402597,0.516129,0.363636,0.142857,0.233766,0.333333,0.382813,0.125,0.5,0.5,0.3125,0.375,0.291667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32006,李美潼,,,20,,,,,,43.1,2586,在场,,33.93,93.75,78.57,89.29,69.64,16.07,80.36,62.5,31.25,23.21,2.68,12.5,44.64,30.36
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.010654,0.020185,0.066705,0.015779,-0.03953,-0.035963,-0.021436,0.050699,-0.003821,0.190217,0.035432,0.038599,-0.031611,-0.00602,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,,20,,,,,,725,,差值,,56.45,59.46,74.79,58.31,33.24,31.66,37.54,17.62,51.58,2.72,26.5,32.09,72.92,54.58
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.541667,0.434109,0.6875,0.27907,0.402778,0.286822,0.304054,0.408602,0.24086,0.625,0.35914,0.287425,0.4,0.258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,,20,,,,,,293.2,17592,不在场,,86.09,63.08,84.6,55.3,79.3,30.3,69.21,51.32,84.6,27.65,22.19,52.15,26.82,48.68
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.531013,0.413924,0.620795,0.263291,0.442308,0.322785,0.32549,0.357903,0.244681,0.434783,0.323708,0.248826,0.431611,0.264085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,,20,,,,,,431.8,25908,在场,,84.44,57.95,71.52,48.01,85.76,42.22,74.83,72.85,84.11,75.17,30.3,68.87,16.72,46.19
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.028943,0.056594,-0.028171,-0.037339,-0.093527,-0.019254,-0.00671,0.026311,-0.013849,0.145586,0.039456,-0.038585,-0.025607,0.019583,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32013,王雨桐,,,19,,,,,,1440,,差值,,30.7,78.28,36.8,29.8,10.23,39.68,44.88,31.42,59.78,7.18,29.62,66.43,65.71,41.65
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.516807,0.385154,0.654545,0.322129,0.417391,0.292717,0.296651,0.355186,0.244618,0.44,0.365949,0.315508,0.389432,0.226131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32013,王雨桐,,,19,,,,,,771.6,46294,在场,,84.27,71.16,71.35,47.38,85.58,33.71,70.41,69.1,70.79,79.03,38.95,46.63,29.96,57.68
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.487864,0.441748,0.626374,0.28479,0.323864,0.273463,0.289941,0.381497,0.230769,0.585586,0.405405,0.276923,0.363825,0.245714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32013,王雨桐,,,19,,,,,,668.4,40106,不在场,,75.84,84.46,65.54,34.08,58.61,26.4,67.98,59.36,75.28,46.07,26.97,58.8,40.07,50.37
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.026288,0.00792,-0.111493,0.014122,-0.025974,-0.022042,0.221362,0.14454,-0.04023,0.466666,0.093295,0.130326,-0.053065,0.022727,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,,,,,125,,差值,,62.22,56.67,18.89,55.56,42.22,44.44,94.44,7.78,62.22,2.22,14.44,22.22,75.56,40
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.354962,0.40458,0.566038,0.335878,0.204545,0.259542,0.147059,0.313793,0.206897,0.366667,0.434483,0.238095,0.358621,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,,,,,80.4,4824,在场,,24.11,93.75,88.39,85.71,74.11,22.32,17.86,88.39,26.79,29.46,4.46,21.43,47.32,50.89
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.38125,0.4125,0.454545,0.35,0.178571,0.2375,0.368421,0.458333,0.166667,0.833333,0.527778,0.368421,0.305556,0.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,,,,,44.6,2676,不在场,,35.71,93.75,74.11,86.61,70.54,16.96,86.61,34.82,31.25,0,2.68,9.82,65.18,35.71
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.003285,0.002067,-0.004386,0.027814,-0.045285,-0.029882,0.042848,-0.037785,0.047009,-0.061699,0.008317,-0.005012,-0.055326,-0.041621,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,80546,陈怡静,,,21,,,,,,725,,差值,,51.58,49.43,46.28,67.05,30.8,34.53,71.92,71.06,21.06,74.07,45.85,49.71,82.38,70.2
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.534319,0.421331,0.649123,0.26188,0.439516,0.31679,0.306667,0.388956,0.230583,0.531579,0.336165,0.267148,0.433252,0.271709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80546,陈怡静,,,21,,,,,,521.5,31289,在场,,84.93,59.93,78.48,47.68,85.26,40.07,69.87,60.26,85.93,50.5,27.48,60.6,16.39,42.38
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.537604,0.423398,0.644737,0.289694,0.394231,0.286908,0.349515,0.351171,0.277592,0.46988,0.344482,0.262136,0.377926,0.230088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80546,陈怡静,,,21,,,,,,203.5,12211,不在场,,85.1,60.1,77.32,58.94,75.99,30.3,79.8,75.5,78.15,68.21,25,63.25,35.43,59.6
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.030645,0.09063,0.095434,-0.004916,-0.158131,-0.085714,0.040322,-0.059683,0.048845,-0.008696,0.044431,-0.075365,-0.093277,-0.069746,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,80546,陈怡静,,,20,,,,,,1440,,差值,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.502688,0.40937,0.637899,0.304916,0.380353,0.285714,0.293011,0.369207,0.236869,0.508696,0.38414,0.297587,0.378991,0.236413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80546,陈怡静,,,20,,,,,,1405.3,84318,在场,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.533333,0.5,0.733333,0.3,0.222222,0.2,0.333333,0.309524,0.285714,0.5,0.428571,0.222222,0.285714,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80546,陈怡静,,,20,,,,,,34.7,2082,不在场,,,,,,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.018318,0.020909,0.008651,-0.043943,-0.105479,0.023034,0.003462,0.034122,0.042583,0.043907,-0.014466,-0.048549,-0.028116,0.052739,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,,,,,725,,差值,,37.68,60.03,51.72,26.5,10.74,64.33,51.43,27.79,23.5,32.81,61.46,69.05,71.2,25.21
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.528125,0.43,0.651163,0.2525,0.381188,0.3175,0.318898,0.391931,0.259366,0.527778,0.332853,0.246753,0.407781,0.282686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,,,,,444.1,26645,不在场,,83.77,62.42,79.14,44.54,73.18,40.4,73.34,59.44,81.62,51.66,28.81,68.87,24.01,38.25
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.546443,0.409091,0.642512,0.296443,0.486667,0.294466,0.315436,0.357809,0.216783,0.483871,0.347319,0.295302,0.435897,0.229947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,,,,,280.9,16855,在场,,87.09,55.96,76.99,60.43,91.23,32.28,72.68,72.85,87.42,64.24,24.01,50,15.56,59.6
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.000637,-0.047723,0.016211,-0.074482,-0.056466,0.122205,0.030204,-0.08137,-0.009491,-0.095348,0.036849,-0.079145,-0.027358,-0.043639,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200267,2023-24,2023,32012,李若莹,,,20,,,,,,1440,,差值,,46.5,24.6,56.01,14.18,20.47,93.9,62.12,89.59,56.01,84.2,30.7,82.41,67.5,73.43
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.503619,0.429433,0.634831,0.332931,0.394928,0.237636,0.279188,0.398703,0.241491,0.543624,0.371151,0.327511,0.387358,0.251046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32012,李若莹,,,20,,,,,,905.6,54334,在场,,80.34,81.84,66.1,50.75,81.09,15.54,64.23,52.81,71.16,58.05,38.2,41.01,30.34,45.32
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.502982,0.38171,0.651042,0.258449,0.338462,0.359841,0.309392,0.317333,0.232,0.448276,0.408,0.248366,0.36,0.207407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32012,李若莹,,,20,,,,,,534.4,32066,不在场,,80.34,70.04,69.85,25.47,64.23,57.87,74.16,82.58,74.72,78.09,26.22,69.29,42.13,63.48
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,-0.055299,-0.067462,-0.183333,0.017182,0.021671,0.050281,0.066951,0.008578,-0.065722,-0.100962,0.036873,0.036891,0.02885,0.040936,,,,,,,,,,,,,,,,,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,,,,,125,,差值,,22.22,22.22,7.78,57.78,56.67,66.67,67.78,50,72.22,76.67,42.22,43.33,33.33,35.56
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.390351,0.438596,0.6,0.333333,0.184211,0.22807,0.192308,0.357759,0.224138,0.538462,0.448276,0.269231,0.327586,0.236842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,,,,,64.1,3844,在场,,41.07,94.64,90.18,84.82,70.54,15.18,30.36,74.11,25.89,18.75,4.46,19.64,58.93,54.46
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.335052,0.371134,0.416667,0.350515,0.205882,0.278351,0.259259,0.366337,0.158416,0.4375,0.485149,0.306122,0.356436,0.277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,,,,,60.9,3656,不在场,,16.07,90.18,72.32,86.61,74.11,28.57,57.14,68.75,31.25,26.79,3.57,13.39,47.32,32.14