_group,_leagueName,球队ID,球队名称,有效命中率,篮下比重,篮下命中率,中距离比重,中距离命中率,三分比重,三分命中率,对手有效命中率,对手篮下比重,对手篮下命中率,对手中距离比重,对手中距离命中率,对手三分比重,对手三分命中率,篮下近距离比重,短中距离命中率,远中距离比重,长中距离命中率,底角三分比重,底角三分命中率,侧翼三分比重,非底角三分命中率,对手近距离比重,对手近距离命中率,对手远中距离比重,对手远中距离命中率,对手底角三分比重,对手底角三分命中率,对手侧翼三分比重,对手侧翼三分命中率,赛事ID,赛事名称,赛季ID,赛季,年份,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,位置,身高,体重,位置(中文),上场时间(分钟),上场时间(秒),在场/不在场,球队比赛场次,球队有效命中率百分位,球队篮下出手占比百分位排名,球队篮下命中率百分位排名,球队中距离出手占比百分位排名,球队中距离命中率百分位排名,球队三分出手占比百分位排名,球队三分命中率百分位排名,对手有效命中率百分位,对手篮下出手占比百分位排名,对手篮下命中率百分位排名,对手中距离出手占比百分位排名,对手中距离命中率百分位排名,对手三分出手占比百分位排名,对手三分命中率百分位排名,位置筛选(全部/按位置)
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.582278,0.43038,0.647059,0.291139,0.521739,0.278481,0.363636,0.431373,0.254902,0.538462,0.352941,0.333333,0.392157,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80550,伍湘琳,,,21,,SF,,,小前锋,0.155,5080,,,95.88,81.84,69.29,35.21,97.57,28.46,86.52,40.82,67.23,58.99,42.51,37.64,29.21,28.28,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.364286,0.314286,0.545455,0.285714,0.3,0.4,0.178571,0.333333,0.137255,0.285714,0.470588,0.25,0.392157,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80550,伍湘琳,,,21,,PG,,,控球后卫,0.133,4344,,,34.46,51.87,43.45,34.08,48.13,73.22,24.72,76.97,94.38,97.19,15.54,69.1,29.21,28.28,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.526525,0.428382,0.659443,0.290451,0.415525,0.281167,0.292453,0.400152,0.240854,0.582278,0.349085,0.292576,1,0.105183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,总和,,,,429.8,25786,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.520741,0.437037,0.644068,0.281481,0.431579,0.281481,0.278947,0.405923,0.249129,0.594406,0.362369,0.293269,0.388502,0.26009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,SF,,,小前锋,0.877,22623,,,82.12,63.91,77.32,55.79,84.27,29.14,60.26,52.81,83.44,34.11,21.36,51.16,31.95,48.34,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.507937,0.333333,0.809524,0.380952,0.25,0.285714,0.333333,0.318966,0.206897,0.583333,0.275862,0.25,0.517241,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,PF,,,大前锋,0.09,2310,,,79.47,34.11,96.03,83.44,34.11,30.13,77.98,84.6,88.91,37.75,46.52,65.89,5.13,81.46,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.833333,0.333333,1,0.416667,0.6,0.25,0.666667,0.55,0.1,0,0.25,0.4,0.65,0.461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,SG,,,得分后卫,0.026,671,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.875,0.75,0.666667,0,0,0.25,1,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32005,王家绘,,,22,,PG,,,控球后卫,0.007,182,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.485332,0.403061,0.610759,0.332908,0.390805,0.264031,0.275362,0.378136,0.231183,0.496124,0.379928,0.29717,1,0.100358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32005,王家绘,,,21,,总和,,,,829.9,49794,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.475279,0.417863,0.603053,0.338118,0.377358,0.244019,0.261438,0.390869,0.240535,0.509259,0.387528,0.304598,0.371938,0.269461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32005,王家绘,,,21,,SF,,,小前锋,0.811,40402,,,72.47,79.21,59.36,53.18,75.84,17.42,56.74,55.62,71.91,65.36,32.4,49.25,36.33,38.95,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.525478,0.343949,0.648148,0.312102,0.44898,0.343949,0.314815,0.325688,0.192661,0.428571,0.348624,0.263158,0.458716,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32005,王家绘,,,21,,PF,,,大前锋,0.189,9392,,,86.52,59.55,69.48,43.45,89.7,51.12,75.47,79.96,86.52,81.65,44.38,62.73,13.11,59.74,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.356287,0.407186,0.544118,0.329341,0.163636,0.263473,0.204545,0.354167,0.202381,0.5,0.47619,0.2875,1,0.077381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32005,王家绘,,,20,,总和,,,,96.1,5764,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.395105,0.412587,0.59322,0.335664,0.166667,0.251748,0.25,0.338129,0.208633,0.482759,0.47482,0.272727,0.316547,0.227273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32005,王家绘,,,20,,SF,,,小前锋,0.828,4773,,,41.07,93.75,90.18,85.71,70.54,19.64,49.11,82.14,26.79,24.11,3.57,17.86,60.71,58.04,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.125,0.375,0.222222,0.291667,0.142857,0.333333,0,0.431034,0.172414,0.6,0.482759,0.357143,0.344828,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32005,王家绘,,,20,,SG,,,得分后卫,0.172,991,,,0,90.18,67.86,79.46,69.64,41.07,0,46.43,29.46,9.82,3.57,9.82,52.68,29.46,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.551282,0.435897,0.611765,0.215385,0.571429,0.348718,0.308824,0.339181,0.239766,0.292683,0.274854,0.276596,1,0.128655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92136,冯蔡依曼,,,19,,总和,,,,112.9,6771,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.603175,0.404762,0.666667,0.206349,0.461538,0.388889,0.408163,0.313559,0.271186,0.28125,0.262712,0.225806,0.466102,0.254545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92136,冯蔡依曼,,,19,,C,,,中锋,0.651,4410,,,95.53,55.63,81.13,28.31,88.91,68.05,91.72,84.93,79.8,96.36,52.15,73.84,10.26,49.5,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.456522,0.492754,0.529412,0.231884,0.75,0.275362,0.052632,0.396226,0.169811,0.333333,0.301887,0.375,0.528302,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,92136,冯蔡依曼,,,19,,PF,,,大前锋,0.349,2361,,,65.89,82.45,48.51,38.58,100,27.32,1.99,57.28,94.21,92.55,38.41,28.31,4.47,37.75,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.515625,0.375,0.5,0.4375,0.428571,0.1875,0.5,0.208333,0.208333,0.4,0.208333,0.6,0.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,92136,冯蔡依曼,,,18,,PF,,,大前锋,1,2462,,,83.9,67.98,30.9,79.96,86.52,6.74,98.31,98.31,81.27,87.83,86.33,1.31,1.5,100,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.515625,0.375,0.5,0.4375,0.428571,0.1875,0.5,0.208333,0.208333,0.4,0.208333,0.6,0.583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,92136,冯蔡依曼,,,18,,总和,,,,41,2462,,,83.9,67.98,30.9,79.96,86.52,6.74,98.31,98.31,81.27,87.83,86.33,1.31,1.5,100,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.517736,0.407095,0.614108,0.278716,0.424242,0.314189,0.317204,0.418919,0.245174,0.582677,0.34556,0.296089,1,0.11583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,总和,,,,328.1,19683,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.501835,0.401835,0.60274,0.280734,0.405229,0.317431,0.306358,0.424587,0.252066,0.590164,0.355372,0.296512,0.392562,0.289474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,PF,,,大前锋,0.922,18145,,,78.64,54.64,68.05,55.79,79.3,40.23,69.87,44.21,82.28,35.76,22.68,49.83,30.79,35.43,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.686047,0.44186,0.736842,0.27907,0.666667,0.27907,0.416667,0.383333,0.133333,0.5,0.233333,0.285714,0.633333,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,C,,,中锋,0.069,1356,,,99.67,65.56,91.23,55.3,99.17,28.15,93.71,62.58,96.85,59.6,60.93,56.46,0.33,46.52,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.875,0.75,0.666667,0,0,0.25,1,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32006,李美潼,,,22,,SF,,,小前锋,0.009,182,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.512838,0.425676,0.634921,0.298649,0.39819,0.275676,0.29902,0.384913,0.239845,0.491935,0.402321,0.331731,1,0.088975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,总和,,,,797,47822,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.522075,0.445916,0.633663,0.284768,0.387597,0.269316,0.319672,0.407643,0.245223,0.493506,0.394904,0.362903,0.359873,0.265487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,PF,,,大前锋,0.611,29210,,,85.77,84.83,66.1,34.08,78.65,24.91,77.34,49.06,70.79,71.35,29.78,30.34,42.13,42.13,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.481818,0.370909,0.617647,0.334545,0.413043,0.294545,0.259259,0.340206,0.226804,0.454545,0.417526,0.271605,0.35567,0.231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,C,,,中锋,0.37,17678,,,73.78,66.67,62.36,53,84.46,34.46,55.99,74.53,77.53,77.72,24.53,60.67,43.63,54.49,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.875,0.916667,0.818182,0,0,0.083333,1,0.555556,0.333333,1,0.333333,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32006,李美潼,,,21,,SF,,,小前锋,0.02,934,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.358209,0.410448,0.527273,0.328358,0.227273,0.261194,0.171429,0.352941,0.222222,0.5,0.45098,0.275362,1,0.078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32006,李美潼,,,20,,总和,,,,81.9,4914,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.342697,0.449438,0.55,0.314607,0.25,0.235955,0.047619,0.34375,0.214286,0.375,0.410714,0.282609,0.375,0.261905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32006,李美潼,,,20,,PF,,,大前锋,0.695,3414,,,19.64,95.54,84.82,83.93,79.46,16.96,1.79,79.46,26.79,29.46,8.93,16.07,44.64,42.86,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.388889,0.333333,0.466667,0.355556,0.1875,0.311111,0.357143,0.378049,0.243902,0.8,0.560976,0.26087,0.195122,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32006,李美潼,,,20,,C,,,中锋,0.305,1500,,,41.07,83.93,74.11,88.39,70.54,36.61,85.71,66.07,25,0,2.68,19.64,91.96,88.39,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.541667,0.434109,0.6875,0.27907,0.402778,0.286822,0.304054,0.408602,0.24086,0.625,0.35914,0.287425,1,0.103226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,,20,,总和,,,,293.2,17592,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.542194,0.432489,0.697561,0.272152,0.395349,0.295359,0.3,0.406542,0.238318,0.637255,0.373832,0.2875,0.38785,0.253012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,,20,,C,,,中锋,0.928,16327,,,86.26,62.91,86.09,50.99,75.99,32.45,68.54,52.48,84.93,24.01,19.04,52.15,32.28,49.5,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.535714,0.452381,0.578947,0.357143,0.466667,0.190476,0.375,0.432432,0.27027,0.5,0.189189,0.285714,0.540541,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32013,王雨桐,,,20,,PF,,,大前锋,0.072,1265,,,84.93,69.21,61.42,77.32,89.07,6.79,85.76,41.56,79.97,59.6,77.32,56.46,3.48,31.46,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.487864,0.441748,0.626374,0.28479,0.323864,0.273463,0.289941,0.381497,0.230769,0.585586,0.405405,0.276923,1,0.089397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32013,王雨桐,,,19,,总和,,,,668.4,40106,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.480591,0.452865,0.620408,0.280961,0.335526,0.266174,0.263889,0.39759,0.238554,0.606061,0.390361,0.296296,0.371084,0.246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32013,王雨桐,,,19,,C,,,中锋,0.871,34944,,,73.6,86.14,62.73,32.77,64.23,24.53,57.49,52.81,72.28,40.64,31.65,52.62,36.89,50.37,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.538961,0.363636,0.678571,0.311688,0.25,0.324675,0.44,0.280303,0.181818,0.416667,0.5,0.181818,0.318182,0.238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32013,王雨桐,,,19,,PF,,,大前锋,0.129,5162,,,88.76,64.79,77.53,43.26,30.9,44.57,96.25,89.7,88.95,83.33,11.05,84.83,58.61,52.62,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.38125,0.4125,0.454545,0.35,0.178571,0.2375,0.368421,0.458333,0.166667,0.833333,0.527778,0.368421,1,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,总和,,,,44.6,2676,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.488372,0.372093,0.5,0.372093,0.25,0.255814,0.545455,0.486842,0.157895,0.833333,0.5,0.473684,0.342105,0.230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,PF,,,大前锋,0.536,1434,,,72.32,90.18,76.79,90.18,79.46,20.54,99.11,28.57,31.25,0,2.68,3.57,53.57,57.14,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.166667,0.47619,0.2,0.238095,0,0.285714,0.166667,0.55,0.2,1,0.55,0.363636,0.25,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,SF,,,小前锋,0.25,668,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.375,0.4375,0.714286,0.4375,0.142857,0.125,0,0.25,0.142857,0.5,0.571429,0.125,0.285714,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32013,王雨桐,,,18,,C,,,中锋,0.214,574,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.537604,0.423398,0.644737,0.289694,0.394231,0.286908,0.349515,0.351171,0.277592,0.46988,0.344482,0.262136,1,0.086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80546,陈怡静,,,21,,总和,,,,203.5,12211,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.572917,0.430556,0.677419,0.291667,0.392857,0.277778,0.4,0.336864,0.271186,0.5,0.338983,0.2375,0.389831,0.206522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80546,陈怡静,,,21,,PF,,,大前锋,0.782,9546,,,91.89,62.42,82.62,59.27,75.83,27.81,90.56,79.14,79.8,59.6,25.99,70.2,31.46,68.71,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.394366,0.394366,0.5,0.28169,0.4,0.323944,0.173913,0.404762,0.301587,0.368421,0.365079,0.347826,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,80546,陈怡静,,,21,,C,,,中锋,0.218,2665,,,41.72,52.32,40.4,55.79,77.98,42.55,20.03,53.31,72.52,88.25,20.86,37.42,54.14,22.02,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.533333,0.5,0.733333,0.3,0.222222,0.2,0.333333,0.309524,0.285714,0.5,0.428571,0.222222,0.285714,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80546,陈怡静,,,20,,PF,,,大前锋,1,2082,,,87.83,91.95,87.45,38.39,25.47,8.24,81.09,84.27,56.55,69.1,21.72,74.53,69.1,78.46,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.533333,0.5,0.733333,0.3,0.222222,0.2,0.333333,0.309524,0.285714,0.5,0.428571,0.222222,0.285714,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,80546,陈怡静,,,20,,总和,,,,34.7,2082,,,87.83,91.95,87.45,38.39,25.47,8.24,81.09,84.27,56.55,69.1,21.72,74.53,69.1,78.46,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.528125,0.43,0.651163,0.2525,0.381188,0.3175,0.318898,0.391931,0.259366,0.527778,0.332853,0.246753,1,0.115274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,总和,,,,444.1,26645,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.522321,0.453125,0.635468,0.238839,0.392523,0.308036,0.304348,0.433842,0.254453,0.54,0.346056,0.272059,0.399491,0.33758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,SG,,,得分后卫,0.569,15156,,,82.62,69.7,74.5,41.39,75.83,37.09,69.21,41.39,81.79,48.18,25,60.1,27.81,21.85,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.535714,0.402857,0.673759,0.268571,0.361702,0.328571,0.33913,0.338333,0.266667,0.5125,0.316667,0.210526,0.416667,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,SF,,,小前锋,0.429,11418,,,84.93,55.13,82.45,50.17,66.89,44.21,78.15,78.97,80.46,57.28,33.77,78.31,21.36,65.89,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.5,0,0,0.5,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200406,2024-25,2024,32012,李若莹,,,21,,PG,,,控球后卫,0.003,71,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.502982,0.38171,0.651042,0.258449,0.338462,0.359841,0.309392,0.317333,0.232,0.448276,0.408,0.248366,1,0.074667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32012,李若莹,,,20,,总和,,,,534.4,32066,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.493557,0.373711,0.634483,0.278351,0.351852,0.347938,0.303704,0.294828,0.227586,0.409091,0.424138,0.243902,0.348276,0.188119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32012,李若莹,,,20,,SF,,,小前锋,0.76,24370,,,77.9,67.98,66.1,31.84,67.04,53.56,72.28,87.83,76.97,85.21,22.47,69.29,46.44,72.28,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.534783,0.408696,0.702128,0.191304,0.272727,0.4,0.326087,0.394118,0.247059,0.571429,0.352941,0.266667,0.4,0.264706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200267,2023-24,2023,32012,李若莹,,,20,,SG,,,得分后卫,0.24,7696,,,88.01,76.97,82.58,9.93,40.26,73.22,79.4,54.68,69.66,48.69,42.51,61.99,26.78,42.32,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.335052,0.371134,0.416667,0.350515,0.205882,0.278351,0.259259,0.366337,0.158416,0.4375,0.485149,0.306122,1,0.09901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,总和,,,,60.9,3656,,,,,,,,,,,,,,,,,true
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.328947,0.394737,0.4,0.368421,0.357143,0.236842,0.111111,0.395833,0.166667,0.375,0.395833,0.368421,0.4375,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,SF,,,小前锋,0.453,1657,,,15.18,92.86,70.54,89.29,90.18,16.96,7.14,58.04,31.25,29.46,8.93,9.82,24.11,31.25,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.333333,0.333333,0.5,0.333333,0.125,0.333333,0.25,0.296296,0.185185,0.4,0.555556,0.2,0.259259,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,PF,,,大前锋,0.253,925,,,15.18,83.93,76.79,84.82,68.75,41.07,49.11,90.18,27.68,29.46,2.68,27.68,77.68,31.25,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.454545,0.454545,0.3,0.272727,0.166667,0.272727,0.666667,0.5625,0.125,1,0.4375,0.571429,0.4375,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,C,,,中锋,0.174,636,,,,,,,,,,,,,,,,,false
CUBAL一级联赛,CUBAL一级联赛,1003320449,北京大学,0.153846,0.230769,0.666667,0.461538,0,0.307692,0,0.1,0.1,0,0.8,0.125,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,CUBAL一级联赛,200069,2022-23,2022,32012,李若莹,,,19,,SG,,,得分后卫,0.12,438,,,,,,,,,,,,,,,,,false