_group,_leagueName,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,球队ID,球队名称,位置,身高,体重,位置(中文),赛事ID,赛事名称,赛季ID,赛季,年份,每100回合打法使用次数,每36分钟打法使用次数,每36分钟打法使用次数百分位排名,每100回合打法使用次数百分位排名,球员每回合得分百分位排名,有效命中率百分位排名,球员篮下出手占比百分位排名,球员中距离出手占比百分位排名,球员三分出手占比百分位排名,球员失误占比百分位排名,球员造罚球占比百分位排名
CUBAL一级联赛,CUBAL一级联赛,16383,273.1,17,Miscellaneous,4,0.5,8,3,2,1,0,0,0,0,0,0,5,0.666667,1,0,0,0.625,0,0,80550,伍湘琳,Wu Xianglin,10,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.5389,1.0546,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Transition,78,0.9512,82,37,25,12,10,4,6,7,4,3,22,0.648148,0.6852,0.1852,0.1296,0.2683,6,0.0732,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,9.652,6.8683,85.02,85.94,63.59,80.41,67.74,52.76,39.4,23.04,49.77
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,P&R-Ball-Handler,9,0.6429,14,1,1,0,7,2,5,2,1,1,4,0.45,0.1,0.7,0.2,0.2857,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.6479,1.1726,0,0,61.54,76.33,14.79,95.27,27.22,28.99,0
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Isolation,14,1.4,10,3,2,1,3,3,0,1,1,0,1,0.928571,0.4286,0.4286,0.1429,0.1,2,0.2,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.1771,0.8376,0,0,92,100,68,40,48,80,84
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Post-Up,9,0.5,18,7,2,5,7,1,6,0,0,0,2,0.214286,0.5,0.5,0,0.1111,2,0.1111,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.1187,1.5077,11.11,12.96,12.96,1.85,27.78,74.07,0,59.26,59.26
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Spot-Up,60,0.9677,62,17,12,5,13,6,7,20,6,14,8,0.54,0.34,0.26,0.4,0.129,4,0.0645,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,7.2978,5.1931,40.26,41.34,89.83,91.13,90.26,65.58,15.15,48.7,68.18
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Off-Screen,3,0.3,10,1,0,1,1,0,1,5,0,5,1,0,0.1429,0.1429,0.7143,0.1,2,0.2,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.1771,0.8376,1.47,0,4.41,0,63.24,35.29,57.35,26.47,95.59
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Hand-Off,8,1.3333,6,2,2,0,2,1,1,1,0,1,0,0.6,0.4,0.4,0.2,0,1,0.1667,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.7062,0.5026,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Cut,36,0.973,37,20,14,6,11,3,8,0,0,0,4,0.548387,0.6452,0.3548,0,0.1081,2,0.0541,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4.3552,3.0991,32.64,35.15,68.62,73.22,71.13,28.45,0,41,41
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,P&R-Roll-Man,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.1177,0.0838,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Put-Backs,46,1.5333,30,19,14,5,7,6,1,1,1,0,2,0.796296,0.7037,0.2593,0.037,0.0667,1,0.0333,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.5312,2.5128,56.3,55.56,94.81,97.04,36.3,58.52,82.96,50.37,13.33
CUBAL一级联赛,CUBAL一级联赛,25786,429.8,18,Miscellaneous,12,0.6,20,6,4,2,2,1,1,2,0,2,9,0.5,0.6,0.2,0.2,0.45,1,0.05,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.3541,1.6752,34.65,37.8,85.83,62.2,81.1,46.46,55.91,89.76,35.43
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Transition,49,0.8448,58,23,14,9,11,7,4,9,0,9,9,0.488372,0.5349,0.2558,0.2093,0.1552,6,0.1034,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,6.9772,5.0313,72.46,73.26,46.79,43.05,56.68,55.08,48.4,55.61,69.25
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,P&R-Ball-Handler,6,0.5,12,1,1,0,5,1,4,0,0,0,4,0.333333,0.1667,0.8333,0,0.3333,2,0.1667,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.4436,1.041,5.76,5.76,39.57,52.52,39.57,97.84,0,12.95,89.93
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Isolation,3,0.5,6,3,0,3,1,1,0,0,0,0,1,0.25,0.75,0.25,0,0.1667,1,0.1667,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.7218,0.5205,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Post-Up,17,1,17,7,4,3,6,4,2,0,0,0,2,0.615385,0.5385,0.4615,0,0.1176,2,0.1176,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.045,1.4747,22,20,74,78,38,60,0,66,52
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Spot-Up,62,1.0508,59,7,2,5,11,4,7,36,16,20,3,0.555556,0.1296,0.2037,0.6667,0.0508,2,0.0339,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,7.0975,5.1181,49.52,49.52,94.71,92.31,69.71,36.3,56.01,81.97,50.48
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Off-Screen,8,0.8889,9,0,0,0,2,1,1,3,1,2,2,0.5,0,0.4,0.6,0.2222,2,0.2222,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.0827,0.7807,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Hand-Off,3,0.75,4,1,0,1,1,1,0,1,0,1,0,0.333333,0.3333,0.3333,0.3333,0,1,0.25,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.4812,0.347,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Cut,37,1.1935,31,17,11,6,9,5,4,0,0,0,2,0.615385,0.6538,0.3462,0,0.0645,3,0.0968,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,3.7292,2.6892,36.36,37.37,90.4,85.35,78.28,21.21,0,70.71,63.13
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,P&R-Roll-Man,3,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,0,1,0,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.1203,0.0867,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Put-Backs,38,1.3571,28,19,12,7,5,4,1,0,0,0,1,0.666667,0.7917,0.2083,0,0.0357,3,0.1071,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,3.3683,2.4289,59.79,56.7,92.78,86.6,64.95,36.08,0,61.86,46.39
CUBAL一级联赛,CUBAL一级联赛,24897,415,18,Miscellaneous,14,0.5385,26,9,6,3,3,0,3,2,0,2,10,0.428571,0.6429,0.2143,0.1429,0.3846,2,0.0769,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,3.1277,2.2554,65.46,65.98,82.99,54.12,82.99,52.58,44.33,94.33,52.58
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Transition,9,0.5294,17,7,3,4,5,0,5,1,1,0,2,0.346154,0.5385,0.3846,0.0769,0.1176,2,0.1176,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,8.2501,6.3684,70.83,58.33,8.33,4.17,62.5,66.67,25,66.67,83.33
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Isolation,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.4853,0.3746,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Post-Up,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.4853,0.3746,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Spot-Up,0,0,9,1,0,1,2,0,2,4,0,4,1,0,0.1429,0.2857,0.5714,0.1111,1,0.1111,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,4.3677,3.3715,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Hand-Off,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.4853,0.3746,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Cut,6,0.75,8,4,3,1,3,0,3,0,0,0,0,0.428571,0.5714,0.4286,0,0,1,0.125,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.8824,2.9969,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Put-Backs,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0.5,0.5,0,0,1,0.3333,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.4559,1.1238,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5764,96.1,3,Miscellaneous,2,0.4,5,1,1,0,1,0,1,0,0,0,2,0.5,0.5,0.5,0,0.4,1,0.2,32005,王家绘,Wang Jiahui,11,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,2.4265,1.873,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Transition,8,1,8,5,2,3,2,2,0,0,0,0,1,0.571429,0.7143,0.2857,0,0.125,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.8143,2.5509,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Isolation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.4768,0.3189,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Post-Up,5,0.4167,12,7,2,5,0,0,0,0,0,0,3,0.285714,1,0,0,0.25,2,0.1667,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,5.7214,3.8264,79.63,81.48,3.7,14.81,100,0,0,20.37,61.11
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Spot-Up,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.9536,0.6377,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Cut,14,1,14,7,5,2,4,2,2,0,0,0,3,0.636364,0.6364,0.3636,0,0.2143,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,6.675,4.4641,61.92,69.04,74.9,87.45,69.87,29.29,0,9.62,0
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Put-Backs,10,1.6667,6,5,4,1,0,0,0,0,0,0,0,0.8,1,0,0,0,1,0.1667,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.8607,1.9132,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6771,112.9,8,Miscellaneous,2,0.6667,3,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0.6667,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,C,,,中锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.4304,0.9566,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1231,20.5,1,Transition,4,2,2,1,1,0,1,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.6886,3.5122,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1231,20.5,1,Post-Up,2,1,2,1,1,0,1,0,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.6886,3.5122,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1231,20.5,1,Cut,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.6886,3.5122,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1231,20.5,1,Put-Backs,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92136,冯蔡依曼,Feng Caiyiman,12,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.8443,1.7561,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Transition,42,1.2727,33,21,12,9,5,4,1,0,0,0,1,0.615385,0.8077,0.1923,0,0.0303,6,0.1818,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5.1199,3.6208,33.87,34.1,93.09,73.27,85.94,53.92,0,94.7,91.94
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Isolation,7,1,7,1,1,0,4,2,2,1,0,1,0,0.5,0.1667,0.6667,0.1667,0,1,0.1429,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.086,0.7681,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Post-Up,15,0.8333,18,6,4,2,3,0,3,0,0,0,3,0.444444,0.6667,0.3333,0,0.1667,6,0.3333,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.7927,1.975,27.78,29.63,42.59,40.74,44.44,53.7,0,38.89,100
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Spot-Up,11,0.5,22,4,1,3,6,2,4,4,1,3,7,0.321429,0.2857,0.4286,0.2857,0.3182,1,0.0455,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.4132,2.4139,1.95,1.73,30.95,43.51,83.33,88.1,8.01,4.33,57.36
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Off-Screen,8,2,4,2,2,0,2,2,0,0,0,0,0,1,0.5,0.5,0,0,0,0,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.6206,0.4389,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Cut,58,1.3488,43,19,12,7,15,11,4,0,0,0,3,0.676471,0.5588,0.4412,0,0.0698,6,0.1395,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,6.6713,4.7181,66.95,68.62,94.56,92.05,57.32,42.26,0,68.62,83.68
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,P&R-Roll-Man,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.3103,0.2194,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Put-Backs,13,0.6842,19,6,2,4,7,0,7,0,0,0,0,0.153846,0.4615,0.5385,0,0,6,0.3158,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.9478,2.0847,38.52,40,17.04,2.22,8.89,92.59,0,100,96.3
CUBAL一级联赛,CUBAL一级联赛,19683,328.1,18,Miscellaneous,12,1.3333,9,4,4,0,1,1,0,0,0,0,2,1,0.8,0.2,0,0.2222,2,0.2222,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.3963,0.9875,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Transition,56,1.2727,44,30,20,10,7,4,3,0,0,0,2,0.648649,0.8108,0.1892,0,0.0455,5,0.1136,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.5509,3.9749,54.55,54.01,94.39,84.22,93.32,37.43,0,92.78,71.93
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Isolation,5,1,5,1,1,0,1,0,1,0,0,0,1,0.5,0.5,0.5,0,0.2,2,0.4,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.6308,0.4517,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Post-Up,10,0.7143,14,9,4,5,3,0,3,0,0,0,1,0.333333,0.75,0.25,0,0.0714,1,0.0714,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.7662,1.2647,18,18,34,34,70,28,0,90,22
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Spot-Up,4,0.5,8,0,0,0,2,2,0,1,0,1,5,0.666667,0,0.6667,0.3333,0.625,0,0,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.0092,0.7227,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Off-Screen,3,0.75,4,0,0,0,2,0,2,1,1,0,1,0.5,0,0.6667,0.3333,0.25,0,0,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.5046,0.3614,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Hand-Off,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.1262,0.0903,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Cut,50,0.9434,53,19,12,7,24,8,16,0,0,0,5,0.465116,0.4419,0.5581,0,0.0943,5,0.0943,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,6.6863,4.788,77.27,75.25,58.08,47.98,45.96,54.04,0,50.51,62.12
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,P&R-Roll-Man,2,0.5,4,0,0,0,2,1,1,0,0,0,1,0.5,0,1,0,0.25,1,0.25,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.5046,0.3614,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Put-Backs,13,1,13,5,2,3,3,0,3,0,0,0,0,0.25,0.625,0.375,0,0,5,0.3846,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.64,1.1744,19.59,19.59,49.48,8.25,29.9,74.23,0,100,97.94
CUBAL一级联赛,CUBAL一级联赛,23911,398.5,18,Miscellaneous,19,0.8261,23,6,5,1,1,0,1,0,0,0,9,0.714286,0.8571,0.1429,0,0.3913,7,0.3043,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.9016,2.0778,56.7,57.73,96.39,82.47,88.66,46.39,0,93.3,96.39
CUBAL一级联赛,CUBAL一级联赛,4914,81.9,3,Transition,6,0.6667,9,5,3,2,0,0,0,0,0,0,1,0.6,1,0,0,0.1111,3,0.3333,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,5.166,3.956,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,4914,81.9,3,Isolation,0,0,3,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0.3333,0,0,32006,李美潼,Li Meitong,13,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.722,1.3187,,,,,,,,,
