_group,_leagueName,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效投篮命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,playerId,playerName,playerEnName,number,age,sex,teamId,teamName,position,height,weight,positionCn,leagueEventId,leagueEvent,seasonId,season,year,每100回合打法使用次数,每36分钟打法使用次数,每36分钟打法使用次数百分位排名,每100回合打法使用次数百分位排名,球员每回合得分百分位排名,球员有效投篮命中率百分位排名,球员篮下出手占比百分位排名,球员中距离出手占比百分位排名,球员三分出手占比百分位排名,球员失误占比百分位排名,球员造罚球占比百分位排名,_playerName
CUBAL一级联赛,CUBAL一级联赛,21196,353.3,17,Miscellaneous,3,0.3333,9,0,0,0,0,0,0,2,1,1,7,0.75,0,0,1,0.7778,0,0,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.347,0.9171,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Transition,29,0.9667,30,9,8,1,1,0,1,12,4,8,7,0.636364,0.4091,0.0455,0.5455,0.2333,1,0.0333,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,4.1247,2.6667,24.6,30.48,64.97,81.02,33.96,6.68,90.37,32.89,28.88,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,P&R-Ball-Handler,24,0.7059,34,4,3,1,13,4,9,6,2,4,7,0.434783,0.1739,0.5652,0.2609,0.2059,4,0.1176,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,4.6747,3.0222,47.48,56.12,75.54,77.7,42.45,76.26,34.53,47.48,71.22,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Isolation,0,0,4,1,0,1,2,0,2,0,0,0,1,0,0.3333,0.6667,0,0.25,0,0,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.55,0.3556,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Spot-Up,58,0.8169,71,1,1,0,11,1,10,49,18,31,8,0.47541,0.0164,0.1803,0.8033,0.1127,2,0.0282,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,9.7618,6.3111,67.07,75.48,75.48,82.93,21.88,30.53,81.73,47.36,48.08,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Off-Screen,13,1.4444,9,1,1,0,3,1,2,4,3,1,1,0.8125,0.125,0.375,0.5,0.1111,0,0,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.2374,0.8,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Hand-Off,0,0,4,0,0,0,2,0,2,1,0,1,1,0,0,0.6667,0.3333,0.25,0,0,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.55,0.3556,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Cut,6,0.6667,9,5,2,3,2,0,2,0,0,0,1,0.285714,0.7143,0.2857,0,0.1111,1,0.1111,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.2374,0.8,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,P&R-Roll-Man,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.1375,0.0889,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Put-Backs,7,1.4,5,4,3,1,0,0,0,0,0,0,0,0.75,1,0,0,0,1,0.2,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.6875,0.4444,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,24301,405,18,Miscellaneous,4,0.2857,14,2,2,0,0,0,0,2,0,2,10,0.5,0.5,0,0.5,0.7143,0,0,80514,王镘淋,Wang Manlin,9,,,1003320453,清华大学,PG,,,控球后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.9249,1.2444,16.49,20.62,55.67,61.86,74.74,0,74.74,45.88,0,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,Transition,10,1.4286,7,5,5,0,1,0,1,0,0,0,1,0.833333,0.8333,0.1667,0,0.1429,0,0,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.2501,2.199,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,P&R-Ball-Handler,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.4643,0.3141,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,Isolation,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.4643,0.3141,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,Spot-Up,2,0.4,5,2,1,1,1,0,1,1,0,1,1,0.25,0.5,0.25,0.25,0.2,0,0,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.3215,1.5707,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,Cut,11,1,11,4,2,2,5,2,3,0,0,0,0,0.444444,0.4444,0.5556,0,0,2,0.1818,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5.1073,3.4555,39.33,44.35,74.9,54.39,33.89,66.95,0,100,93.72,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,Put-Backs,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.4643,0.3141,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,6877,114.6,10,Miscellaneous,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,89060,魏亦冉,Wei Yiran,10,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.3929,0.9424,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Transition,25,0.8065,31,17,9,8,2,1,1,0,0,0,7,0.526316,0.8947,0.1053,0,0.2258,5,0.1613,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,6.1299,4.2177,47,50.23,42.17,55.3,94.24,30.41,0,29.72,85.94,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,P&R-Ball-Handler,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.1977,0.1361,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Isolation,6,1.2,5,2,2,0,3,1,2,0,0,0,0,0.6,0.4,0.6,0,0,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.9887,0.6803,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Post-Up,15,0.7895,19,14,7,7,2,0,2,0,0,0,2,0.4375,0.875,0.125,0,0.1053,1,0.0526,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.757,2.585,51.85,53.7,33.33,38.89,66.67,27.78,0,61.11,18.52,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Spot-Up,18,1,18,3,1,2,6,2,4,2,2,0,4,0.545455,0.2727,0.5455,0.1818,0.2222,3,0.1667,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.5593,2.449,2.38,2.38,90.48,91.56,82.25,94.37,4.98,17.32,96.75,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Off-Screen,3,0.75,4,1,1,0,0,0,0,1,0,1,1,0.5,0.5,0,0.5,0.25,1,0.25,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.791,0.5442,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Hand-Off,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.1977,0.1361,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Cut,29,1.0357,28,18,12,6,3,0,3,0,0,0,4,0.571429,0.8571,0.1429,0,0.1429,3,0.1071,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5.5367,3.8095,46.44,50.63,76.57,79.5,93.72,5.86,0,30.13,73.22,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,P&R-Roll-Man,0,0,3,1,0,1,1,0,1,0,0,0,1,0,0.5,0.5,0,0.3333,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.5932,0.4082,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Put-Backs,30,1.25,24,14,7,7,4,3,1,0,0,0,0,0.555556,0.7778,0.2222,0,0,6,0.25,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4.7457,3.2653,76.3,77.04,77.78,58.52,51.11,53.33,0,100,85.19,
CUBAL一级联赛,CUBAL一级联赛,15874,264.6,11,Miscellaneous,12,0.6316,19,5,3,2,4,1,3,1,0,1,6,0.4,0.5,0.4,0.1,0.3158,3,0.1579,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.757,2.585,74.8,79.53,88.19,49.61,74.8,62.2,46.46,96.06,81.1,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Transition,11,0.9167,12,4,4,0,1,1,0,0,0,0,6,1,0.8,0.2,0,0.5,1,0.0833,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,1.5829,1.0362,0.53,0.53,58.29,100,92.78,40.11,0,1.6,59.09,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Isolation,0,0,5,1,0,1,1,0,1,0,0,0,3,0,0.5,0.5,0,0.6,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.6596,0.4318,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Post-Up,29,0.7632,38,18,9,9,4,0,4,0,0,0,8,0.409091,0.8182,0.1818,0,0.2105,8,0.2105,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.0126,3.2814,68,72,42,42,80,16,0,40,86,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Spot-Up,14,0.7,20,1,1,0,5,3,2,0,0,0,10,0.666667,0.1667,0.8333,0,0.5,4,0.2,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.6382,1.727,4.09,5.05,62.26,98.08,77.88,97.36,0,0,98.32,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Hand-Off,4,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.2638,0.1727,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Cut,55,1.0784,51,29,18,11,12,5,7,0,0,0,5,0.560976,0.7073,0.2927,0,0.098,5,0.098,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,6.7275,4.4039,73.74,75.76,78.28,73.23,81.82,17.68,0,49.49,63.64,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,P&R-Roll-Man,7,1,7,3,2,1,2,1,1,0,0,0,1,0.6,0.6,0.4,0,0.1429,1,0.1429,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.9234,0.6045,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Put-Backs,28,0.875,32,16,8,8,6,1,5,0,0,0,4,0.409091,0.7273,0.2727,0,0.125,6,0.1875,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,4.2212,2.7633,64.95,71.13,29.9,25.77,50.52,50.52,0,20.62,74.23,
CUBAL一级联赛,CUBAL一级联赛,25014,416.9,17,Miscellaneous,26,0.7647,34,7,6,1,4,2,2,0,0,0,13,0.727273,0.6364,0.3636,0,0.3824,10,0.2941,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,4.485,2.936,81.96,86.6,94.33,82.99,82.47,65.46,0,94.85,94.33,
CUBAL一级联赛,CUBAL一级联赛,2051,34.2,1,Transition,2,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.287,2.1053,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2051,34.2,1,Post-Up,2,1,2,0,0,0,2,1,1,0,0,0,0,0.5,0,1,0,0,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.287,2.1053,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2051,34.2,1,Spot-Up,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.6435,1.0526,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2051,34.2,1,Cut,4,0.4,10,3,1,2,5,1,4,0,0,0,2,0.25,0.375,0.625,0,0.2,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,16.4352,10.5263,100,100,16.67,0,0,100,0,33.33,0,
CUBAL一级联赛,CUBAL一级联赛,2051,34.2,1,P&R-Roll-Man,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.6435,1.0526,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2051,34.2,1,Put-Backs,4,1,4,1,0,1,2,2,0,0,0,0,0,0.666667,0.3333,0.6667,0,0,1,0.25,32071,张涛,Zhang Tao,11,,,1003320453,清华大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,6.5741,4.2105,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Transition,19,1.5833,12,1,1,0,1,0,1,9,5,4,0,0.772727,0.0909,0.0909,0.8182,0,1,0.0833,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,7.0326,4.5331,55.53,64.29,99.31,96.54,1.84,26.04,97.93,100,54.38,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,P&R-Ball-Handler,0,0,5,0,0,0,1,0,1,2,0,2,2,0,0,0.3333,0.6667,0.4,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.9303,1.8888,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Isolation,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.5861,0.3778,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Spot-Up,6,0.5,12,0,0,0,2,0,2,9,2,7,1,0.272727,0,0.1818,0.8182,0.0833,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,7.0326,4.5331,28.35,36.8,30.95,31.6,0,43.51,79.44,72.29,0,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Off-Screen,8,0.8,10,0,0,0,3,1,2,6,2,4,1,0.444444,0,0.3333,0.6667,0.1,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,5.8605,3.7775,92.65,95.59,57.35,60.29,0,79.41,44.12,26.47,0,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Hand-Off,2,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.5,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.1721,0.7555,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Cut,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.5861,0.3778,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Put-Backs,6,1.5,4,4,3,1,0,0,0,0,0,0,0,0.75,1,0,0,0,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.3442,1.511,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,5718,95.3,10,Miscellaneous,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SF,,,小前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.5861,0.3778,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,17298,288.3,15,Transition,36,1.3846,26,9,8,1,2,2,0,12,5,7,3,0.76087,0.3913,0.087,0.5217,0.1154,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,4.9569,3.2466,37.43,44.92,96.79,94.12,30.21,10.7,88.77,70.86,0,
CUBAL一级联赛,CUBAL一级联赛,17298,288.3,15,P&R-Ball-Handler,0,0,4,1,0,1,2,0,2,0,0,0,0,0,0.3333,0.6667,0,0,1,0.25,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.7626,0.4995,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,17298,288.3,15,Isolation,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.1907,0.1249,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,17298,288.3,15,Spot-Up,16,0.5714,28,0,0,0,5,0,5,20,5,15,2,0.3,0,0.2,0.8,0.0714,1,0.0357,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,5.3383,3.4964,21.39,25.24,42.55,40.38,0,35.58,81.01,70.67,51.2,
CUBAL一级联赛,CUBAL一级联赛,17298,288.3,15,Off-Screen,6,1.5,4,0,0,0,0,0,0,4,2,2,0,0.75,0,0,1,0,0,0,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,0.7626,0.4995,,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,17298,288.3,15,Hand-Off,11,1.1,10,3,3,0,0,0,0,5,1,4,1,0.5625,0.375,0,0.625,0.1,1,0.1,32074,王思文,Wang Siwen,13,,,1003320453,清华大学,SG,,,得分后卫,20005,CUBAL一级联赛,200267,2023-24,2023,1.9065,1.2487,30.77,30.77,87.18,87.18,87.18,0,66.67,51.28,61.54,
