_group,_seasonYear,_season,playerId,playerName,teamId,leagueEventId,seasonId,stageType,gameMode,opponentId,对手,胜负,playerEnName,number,position,上场时间(秒),上场时间(分钟),scheduleId,gameStart,date,出场次数,首发次数,单场正负值百分位排名,单场正负值,球权使用率百分位排名,球权使用率,真实投篮命中率百分位排名,真实投篮命中率,助攻率百分位排名,助攻率,失误率百分位排名,失误率,抢断率,抢断率百分位排名,盖帽率,盖帽率百分位排名,进攻篮板率,进攻篮板率百分位排名,防守篮板率,防守篮板率百分位排名,防守投篮出手数,防守投篮未命中数,防守投篮被命中数,防守投篮命中率,_playerName
CUBAL一级联赛,2024,2024-25,88706,孙楷文,1003320453,20005,200406,,2,2010422544,华中科技大学,1,Sun Kaiwen,15,C,969,16.2,200050010932,0,2025-05-30,1,0,6.6,-3.22,13.89,0.103842,0,0,77.08,0.166667,1.39,0.5,0,0,0,0,0.05,19.44,0.1,24.31,2,2,0,0,
CUBAL一级联赛,2024,2024-25,88706,孙楷文,1003320453,20005,200406,,2,2010422410,西安交通大学,1,Sun Kaiwen,15,C,1094,18.2,200050010945,0,2025-05-31,1,0,43.32,1.42,78.47,0.222594,58.33,0.466805,0,0,88.89,0.093985,0,0,0.052632,90.28,0.076923,43.75,0.086957,14.58,5,3,2,0.4,
CUBAL一级联赛,2024,2024-25,88706,孙楷文,1003320453,20005,200406,,2,1000120193,中南大学,1,Sun Kaiwen,15,C,579,9.7,200050010973,0,2025-06-04,1,0,,2.27,,0.268254,,0.840336,,0,,0.295858,0,,0,,0.181818,,0.25,,2,2,0,0,
CUBAL一级联赛,2024,2024-25,88706,孙楷文,1003320453,20005,200406,,2,1003320780,上海交通大学,1,Sun Kaiwen,15,C,136,2.3,200050010975,0,2025-06-05,1,0,,-0.79,,0.2,,0,,0,,1,0,,0.333333,,0,,0.5,,2,1,1,0.5,
CUBAL一级联赛,2024,2024-25,88706,孙楷文,1003320453,20005,200406,,2,1003320449,北京大学,2,Sun Kaiwen,15,C,169,2.8,200050010977,0,2025-06-06,1,0,,-0.28,,0.2,,0,,0,,0,0,,0,,0,,0.2,,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,2010421733,北京工业大学,1,Gao Ziyue,16,C,1091,18.2,200050010679,1,2024-10-23,1,0,87.56,8.13,98.61,0.285477,100,0.744514,0,0,93.75,0.072674,0.031374,83.33,0,0,0.130435,84.03,0.2,89.58,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320454,中国人民大学,1,Gao Ziyue,16,C,1276,21.3,200050010683,1,2024-10-26,1,0,86.2,7.79,90.28,0.24911,92.36,0.615385,51.39,0.105263,93.75,0.071429,0.023209,66.67,0,0,0.181818,97.92,0.304348,100,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320451,北京科技大学,1,Gao Ziyue,16,C,991,16.5,200050010686,1,2024-10-27,1,0,89.37,8.63,89.58,0.240848,97.92,0.7,27.08,0.071429,100,0,0.029339,81.94,0.105263,100,0,0,0.192308,86.81,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320452,北京师范大学,2,Gao Ziyue,16,C,1792,29.9,200050010689,1,2024-10-30,1,0,61.49,3.52,77.08,0.215176,95.14,0.655738,81.94,0.181818,45.14,0.197368,0.018587,52.08,0,0,0.033333,7.64,0.038462,0.69,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320449,北京大学,1,Gao Ziyue,16,C,1615,26.9,200050010693,1,2024-11-02,1,0,93.01,10.14,90.28,0.246164,97.92,0.690407,34.72,0.083333,95.14,0.067751,0.035483,89.58,0,0,0.041667,13.89,0.25,97.22,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320817,大连理工大学,1,Gao Ziyue,16,C,552,9.2,200050010787,1,2025-03-12,1,0,,5.24,,0.164642,,0.773196,,0.3,,0.204918,0.046959,,0.111111,,0.142857,,0.153846,,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320661,天津财经大学,1,Gao Ziyue,16,C,740,12.3,200050010792,0,2025-03-13,1,0,63.07,3.71,81.25,0.226002,77.78,0.537634,0,0,100,0,0.035562,90.28,0.111111,100,0,0,0.058824,2.78,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,2010422340,哈尔滨体育学院,1,Gao Ziyue,16,C,600,10,200050010798,1,2025-03-15,1,0,83.96,7.26,81.94,0.227401,97.92,0.698758,34.72,0.083333,100,0,0.095557,100,0.1,100,0.1,63.89,0.222222,95.83,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320545,中国海洋大学,1,Gao Ziyue,16,C,1018,17,200050010806,1,2025-03-16,1,0,91.88,9.58,98.61,0.297872,99.31,0.714286,77.08,0.166667,100,0,0.028098,79.86,0,0,0.2,98.61,0.263158,100,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,2010422337,山东理工大学,1,Gao Ziyue,16,C,1310,21.8,200050010813,1,2025-03-17,1,0,26.62,-0.25,93.06,0.260811,65.28,0.480769,15.97,0.05,19.44,0.259067,0,0,0.068966,93.75,0.086957,54.17,0.148148,57.64,0,0,0,,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320452,北京师范大学,2,Gao Ziyue,16,C,2554,42.6,200050010821,1,2025-03-18,1,0,51.22,2.21,95.14,0.266372,38.19,0.399645,0,0,65.97,0.15083,0.04294,97.92,0,0,0.148148,90.28,0.175,77.08,8,6,2,0.25,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,2010422544,华中科技大学,1,Gao Ziyue,16,C,1654,27.6,200050010932,1,2025-05-30,1,0,89.18,8.55,77.78,0.217828,95.83,0.659938,72.92,0.153846,93.75,0.072046,0.03879,95.14,0,0,0.107143,71.53,0.064516,4.17,6,4,2,0.333333,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,2010422410,西安交通大学,1,Gao Ziyue,16,C,1303,21.7,200050010945,1,2025-05-31,1,0,93.04,10.15,93.06,0.259925,100,0.735294,30.56,0.076923,34.72,0.216138,0.095602,100,0.045455,85.42,0.15,90.97,0.25,97.22,5,1,4,0.8,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1000120193,中南大学,1,Gao Ziyue,16,C,1398,23.3,200050010973,1,2025-06-04,1,0,91.54,9.41,84.03,0.230644,99.31,0.706714,64.58,0.125,100,0,0.049689,99.31,0,0,0.052632,21.53,0.105263,26.39,2,0,2,1,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320780,上海交通大学,1,Gao Ziyue,16,C,1959,32.7,200050010975,1,2025-06-05,1,0,85.32,7.61,75.69,0.206782,99.31,0.720461,17.36,0.058824,95.14,0.067204,0,0,0,0,0.133333,84.03,0.151515,59.72,5,1,4,0.8,
2024-25,2024,2024-25,32067,高梓悦,1003320453,20005,200406,,2,1003320449,北京大学,2,Gao Ziyue,16,C,1849,30.8,200050010977,1,2025-06-06,1,0,78.3,6.06,59.03,0.179679,48.61,0.437063,77.08,0.166667,67.36,0.14881,0.032034,84.03,0.071429,94.44,0.027778,4.86,0.232558,96.53,10,5,5,0.5,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320454,中国人民大学,1,Gao Ziyue,16,C,2240,37.3,200050010421,0,2024-01-22,1,0,39.3,0.66,90.6,0.243728,31.62,0.404858,0,0,94.02,0.091912,0,0,0,0,0.125,92.31,0.272727,99.15,4,4,0,0,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320452,北京师范大学,1,Gao Ziyue,16,C,1414,23.6,200050010423,0,2024-01-23,1,0,66.7,3.84,33.33,0.156704,4.27,0.257732,76.92,0.142857,100,0,0.042753,94.87,0.076923,96.58,0.2,99.15,0.111111,26.5,4,4,0,0,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,2010421733,北京工业大学,1,Gao Ziyue,16,C,1831,30.5,200050010428,1,2024-01-24,1,0,88.59,7.94,92.31,0.247797,64.1,0.5,50.43,0.105263,100,0,0.034987,88.89,0,0,0.151515,95.73,0.171429,69.23,2,2,0,0,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320451,北京科技大学,1,Gao Ziyue,16,C,2440,40.7,200050010429,0,2024-01-25,1,0,49.19,1.74,73.5,0.204545,23.93,0.375,23.08,0.071429,88.03,0.111111,0,0,0,0,0.095238,64.96,0.315789,100,0,0,0,,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320449,北京大学,1,Gao Ziyue,16,C,2142,35.7,200050010432,0,2024-01-26,1,0,10.62,-2.72,70.94,0.198789,2.56,0.170068,58.12,0.111111,23.93,0.253807,0.032119,87.18,0.05,88.03,0.095238,64.96,0.208333,92.31,12,10,2,0.166667,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320539,山东大学,1,Gao Ziyue,16,C,947,15.8,200050010570,0,2024-05-03,1,0,83.25,6.67,98.29,0.273577,94.02,0.589226,94.87,0.214286,97.44,0.07764,0.025984,74.36,0.0625,92.31,0.0625,37.61,0.142857,46.15,6,5,1,0.166667,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320821,中国民航大学,1,Gao Ziyue,16,C,1215,20.3,200050010576,0,2024-05-05,1,0,89.88,8.48,100,0.382098,64.96,0.502622,0,0,100,0,0.02337,66.67,0,0,0.428571,100,0.3,100,4,3,1,0.25,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320817,大连理工大学,1,Gao Ziyue,16,C,846,14.1,200050010588,0,2024-05-06,1,0,88.83,8.02,77.78,0.217331,100,0.870253,0,0,100,0,0.075956,100,0.1,99.15,0.166667,96.58,0.090909,11.97,0,0,0,,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320540,山东科技大学,1,Gao Ziyue,16,C,952,15.9,200050010601,0,2024-05-08,1,0,95.21,11.05,100,0.374181,99.15,0.6875,96.58,0.230769,100,0,0.034322,88.03,0,0,0.294118,100,0.2,90.6,4,4,0,0,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320452,北京师范大学,1,Gao Ziyue,16,C,2558,42.6,200050010608,0,2024-05-09,1,0,96.09,11.66,16.24,0.122549,64.1,0.5,58.12,0.111111,100,0,0.052383,99.15,0,0,0.133333,93.16,0.173913,70.09,6,4,2,0.333333,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320449,北京大学,1,Gao Ziyue,16,C,1998,33.3,200050010614,0,2024-05-10,1,0,55.12,2.38,46.15,0.172018,3.42,0.2,0,0,60.68,0.166667,0.032765,87.18,0.052632,88.89,0.176471,97.44,0.3125,100,14,10,4,0.285714,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320435,中国矿业大学,1,Gao Ziyue,16,C,853,14.2,200050010622,0,2024-06-06,1,0,28.94,-0.35,100,0.377574,17.09,0.357143,96.58,0.25,69.23,0.151515,0,0,0,0,0.214286,100,0.466667,100,3,2,1,0.333333,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320653,山西财经大学,1,Gao Ziyue,16,C,1387,23.1,200050010636,0,2024-06-07,1,0,57.65,2.69,99.15,0.321771,17.09,0.356218,0,0,87.18,0.114679,0.053779,99.15,0.222222,100,0.269231,100,0.125,35.04,4,4,0,0,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320442,华中科技大学,1,Gao Ziyue,16,C,1395,23.3,200050010651,0,2024-06-08,1,0,70.46,4.36,23.08,0.141813,95.73,0.607639,20.51,0.066667,23.08,0.257732,0.052854,99.15,0,0,0.166667,96.58,0.105263,22.22,3,0,3,1,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320493,西安交通大学,1,Gao Ziyue,16,C,981,16.4,200050010656,0,2024-06-09,1,0,79.44,5.86,73.5,0.205637,100,0.85034,0,0,23.93,0.253807,0.029998,85.47,0.052632,88.89,0.266667,100,0.318182,100,4,3,1,0.25,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1000120193,中南大学,1,Gao Ziyue,16,C,936,15.6,200050010666,0,2024-06-11,1,0,56.1,2.49,98.29,0.273063,10.26,0.317259,29.91,0.083333,88.03,0.112613,0.06343,100,0.0625,92.31,0,0,0.230769,95.73,3,2,1,0.333333,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320452,北京师范大学,2,Gao Ziyue,16,C,2436,40.6,200050010668,0,2024-06-29,1,0,20.58,-1.22,72.65,0.20256,6.84,0.307377,0,0,94.02,0.092937,0,0,0.066667,94.02,0.060606,35.9,0.190476,87.18,8,4,4,0.5,
2023-24,2023,2023-24,32067,高梓悦,1003320453,20005,200267,,2,1003320442,华中科技大学,1,Gao Ziyue,16,C,863,14.4,200050010670,0,2024-06-30,1,0,31.97,-0.07,22.22,0.138735,3.42,0.2,89.74,0.181818,100,0,0,0,0.076923,96.58,0.105263,72.65,0.157895,58.12,3,1,2,0.666667,
2022-23,2022,2022-23,32067,高梓悦,1003320453,20005,200069,,2,1003320452,北京师范大学,2,Gao Ziyue,16,C,828,13.8,200050010394,0,2023-05-31,1,0,75,4.97,78.95,0.199305,15.79,0.290698,52.63,0.142857,100,0,0.112233,100,0.071429,78.95,0.142857,100,0.25,100,3,1,2,0.666667,
2024-25,2024,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金耘可
2023-24,2023,2023-24,32073,金耘可,1003320453,20005,200267,,2,1003320451,北京科技大学,1,Jin Yunke,99,C,1408,23.5,200050010429,0,2024-01-25,1,0,6,-3.8,94.02,0.258348,3.42,0.204918,67.52,0.125,59.83,0.170068,0,0,0,0,0,0,0.125,35.04,0,0,0,,
2022-23,2022,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金耘可
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,2010421729,北京体育大学,1,Li Yujing,21,SF,1096,18.3,200050010676,0,2024-10-20,1,0,62.28,3.61,0,0,0,0,5.44,0.066667,100,0,0.048882,91.84,0.043478,97.28,0,0,0.086957,48.3,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,2010421733,北京工业大学,1,Li Yujing,21,SF,1088,18.1,200050010679,0,2024-10-23,1,0,79.19,6.23,19.05,0.149317,93.88,0.571429,15.65,0.1,100,0,0.05112,93.2,0,0,0.166667,100,0.142857,85.71,3,0,3,1,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320454,中国人民大学,1,Li Yujing,21,SF,1058,17.6,200050010683,0,2024-10-26,1,0,37.68,0.87,94.56,0.287829,89.12,0.545455,4.76,0.058824,33.33,0.214286,0.028261,57.14,0,0,0.235294,100,0,0,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320451,北京科技大学,1,Li Yujing,21,SF,1272,21.2,200050010686,0,2024-10-27,1,0,41.36,1.23,5.44,0.107204,78.91,0.5,40.14,0.153846,40.82,0.2,0,0,0,0,0,0,0.16,90.48,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320452,北京师范大学,2,Li Yujing,21,SF,789,13.2,200050010689,0,2024-10-30,1,0,19.49,-1.08,4.08,0.100699,93.88,0.568182,80.95,0.25,0,0.694444,0,0,0,0,0.083333,80.27,0.066667,25.85,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320449,北京大学,1,Li Yujing,21,SF,487,8.1,200050010693,0,2024-11-02,1,0,,-0.15,,0.235067,,0.512295,,0,,0,0,,0,,0.153846,,0,,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320817,大连理工大学,1,Li Yujing,21,SF,523,8.7,200050010787,0,2025-03-12,1,0,,-1.38,,0.192678,,0.333333,,0,,0.25,0,,0,,0.111111,,0,,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320661,天津财经大学,1,Li Yujing,21,SF,436,7.3,200050010792,0,2025-03-13,1,0,,2,,0.319829,,0.5,,0.333333,,0,0,,0,,0,,0.111111,,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,2010422340,哈尔滨体育学院,1,Li Yujing,21,SF,1306,21.8,200050010798,0,2025-03-15,1,0,56.02,2.82,82.31,0.250627,78.91,0.5,5.44,0.066667,94.56,0.083333,0,0,0,0,0.038462,35.37,0.095238,53.06,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320545,中国海洋大学,1,Li Yujing,21,SF,807,13.5,200050010806,0,2025-03-16,1,0,24.28,-0.49,11.56,0.13048,78.91,0.5,9.52,0.083333,0,0.6,0.036477,78.91,0,0,0.071429,75.51,0.214286,97.96,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,2010422337,山东理工大学,1,Li Yujing,21,SF,910,15.2,200050010813,0,2025-03-17,1,0,49.58,1.99,0.68,0.067024,78.91,0.5,5.44,0.071429,8.16,0.333333,0.033798,74.15,0,0,0.074074,76.19,0.125,76.87,0,0,0,,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320452,北京师范大学,2,Li Yujing,21,SF,460,7.7,200050010821,0,2025-03-18,1,0,,0.18,,0.125436,,0.797872,,0,,0.347222,0,,0,,0.166667,,0,,1,1,0,0,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,2010422544,华中科技大学,1,Li Yujing,21,SF,1693,28.2,200050010932,1,2025-05-30,1,0,12.16,-2.09,24.49,0.159926,3.4,0.201613,89.12,0.3,18.37,0.287356,0,0,0,0,0.037037,34.01,0.035714,4.08,2,2,0,0,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,2010422410,西安交通大学,1,Li Yujing,21,SF,1267,21.1,200050010945,1,2025-05-31,1,0,50.46,2.09,14.97,0.140675,100,0.7,9.52,0.083333,18.37,0.285714,0.022712,43.54,0,0,0.043478,44.22,0.033333,4.08,4,2,2,0.5,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1000120193,中南大学,1,Li Yujing,21,SF,1411,23.5,200050010973,1,2025-06-04,1,0,70.91,4.78,0.68,0.074571,98.64,0.625,48.3,0.166667,100,0,0.022391,41.5,0,0,0.047619,51.02,0.055556,17.01,2,0,2,1,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320780,上海交通大学,1,Li Yujing,21,SF,1081,18,200050010975,1,2025-06-05,1,0,12.2,-2.08,0,0.048685,0,0,0,0,0,0.5,0,0,0,0,0.055556,63.95,0.055556,17.01,3,3,0,0,
2024-25,2024,2024-25,93035,李瑜婧,1003320453,20005,200406,,2,1003320449,北京大学,2,Li Yujing,21,SF,908,15.1,200050010977,1,2025-06-06,1,0,13.44,-1.84,8.84,0.125881,8.16,0.25,48.3,0.166667,40.82,0.2,0,0,0,0,0.043478,44.22,0,0,5,3,2,0.4,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320454,中国人民大学,1,Li Yujing,21,SF,1712,28.5,200050010421,0,2024-01-22,1,0,93.02,9.62,0,0.063172,90.16,0.531915,60.66,0.2,100,0,0.089606,100,0,0,0.166667,99.18,0.363636,100,6,2,4,0.666667,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,2010421733,北京工业大学,1,Li Yujing,21,SF,714,11.9,200050010428,0,2024-01-24,1,0,49.57,1.78,0,0.035868,0,0,47.54,0.166667,100,0,0.044267,90.16,0,0,0,0,0.214286,97.54,0,0,0,,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320451,北京科技大学,1,Li Yujing,21,SF,2296,38.3,200050010429,0,2024-01-25,1,0,97.78,12.98,21.31,0.163221,81.97,0.5,12.3,0.083333,100,0,0.131062,100,0,0,0.0625,68.85,0,0,2,2,0,0,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320539,山东大学,1,Li Yujing,21,SF,544,9.1,200050010570,0,2024-05-03,1,0,,1.44,,0.046642,,1,,0.083333,,0,0,,0,,0.125,,0,,0,0,0,,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320821,中国民航大学,1,Li Yujing,21,SF,134,2.2,200050010576,0,2024-05-05,1,0,,0.84,,0.257732,,1,,0,,0,0,,0,,0,,0,,0,0,0,,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320817,大连理工大学,1,Li Yujing,21,SF,386,6.4,200050010588,0,2024-05-06,1,0,,1.43,,0.083333,,0,,0,,0,0.102801,,0.166667,,0,,0,,0,0,0,,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320540,山东科技大学,1,Li Yujing,21,SF,397,6.6,200050010601,0,2024-05-08,1,0,,-1.33,,0.111857,,0,,0,,0.5,0,,0,,0.111111,,0,,2,2,0,0,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320452,北京师范大学,1,Li Yujing,21,SF,288,4.8,200050010608,0,2024-05-09,1,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,2,0,2,1,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320653,山西财经大学,1,Li Yujing,21,SF,600,10,200050010636,0,2024-06-07,1,0,30.11,-0.23,18.03,0.157895,17.21,0.333333,0,0,100,0,0,0,0,0,0.090909,90.16,0.25,100,0,0,0,,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320493,西安交通大学,1,Li Yujing,21,SF,600,10,200050010656,0,2024-06-09,1,0,64.41,3.56,12.3,0.145773,100,0.666667,18.85,0.111111,22.13,0.25,0.115942,100,0,0,0.133333,98.36,0.076923,23.77,1,0,1,1,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1000120193,中南大学,1,Li Yujing,21,SF,748,12.5,200050010666,0,2024-06-11,1,0,76.73,5.27,26.23,0.167857,100,0.664894,0,0,100,0,0.133215,100,0,0,0,0,0.071429,20.49,2,0,2,1,
2023-24,2023,2023-24,93035,李瑜婧,1003320453,20005,200267,,2,1003320442,华中科技大学,1,Li Yujing,21,SF,150,2.5,200050010670,0,2024-06-30,1,0,,0.84,,0.2,,1,,0,,0,0,,0,,0,,0,,0,0,0,,
2024-25,2024,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郑梓怡
2023-24,2023,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郑梓怡